input,output
Generate a Hard Debugging question for a ML Engineer focusing on Model Deployment,Your Model Deployment deployment is experiencing cascading failures across microservices. How do you isolate the root cause?
Generate a Medium Behavioural question for a Frontend Developer focusing on Vue.js,Describe a challenging bug you solved using Vue.js. What was your thought process?
Generate a Medium Behavioural question for a DevOps Engineer focusing on AWS,Describe a challenging bug you solved using AWS. What was your thought process?
Generate a Medium Scenario question for a Backend Developer focusing on Redis,You are building a analytics dashboard and need to integrate Redis. Walk me through your approach.
Generate a Hard Behavioural question for a DevOps Engineer focusing on CI/CD,"Tell me about a time CI/CD caused a production incident that affected users. How did you lead the resolution, and what did you change afterwards?"
Generate a Easy Scenario question for a DevOps Engineer focusing on Terraform,"If a junior developer asked you to explain Terraform, what real-world analogy would you use?"
Generate a Hard Scenario question for a Frontend Developer focusing on Next.js,You are the lead engineer on a notification service serving 5 million users. How would you architect Next.js into the stack?
Generate a Medium Design question for a Backend Developer focusing on Django,"How would you design a RESTful API using Django that supports 10,000 concurrent users?"
Generate a Medium Scenario question for a DevOps Engineer focusing on Terraform,How would you use Terraform to handle high concurrency in a real-world application?
Generate a Easy Conceptual question for a Data Analyst focusing on Power BI,Explain the basic concept of Power BI in simple terms.
Generate a Hard Behavioural question for a DevOps Engineer focusing on Kubernetes,"Tell me about a time Kubernetes caused a production incident that affected users. How did you lead the resolution, and what did you change afterwards?"
Generate a Hard Scenario question for a ML Engineer focusing on Feature Engineering,Your notification service is experiencing data corruption at 10x normal traffic. How do you use Feature Engineering to diagnose and resolve it?
Generate a Hard Conceptual question for a Backend Developer focusing on MongoDB,"How does MongoDB ensure low read latency at scale, and what are its architectural limitations?"
Generate a Hard Conceptual question for a Backend Developer focusing on Django,"Compare Django with its closest alternative in terms of performance, scalability, and developer experience."
Generate a Easy Conceptual question for a DevOps Engineer focusing on Kubernetes,What is Kubernetes and why is it important for a DevOps Engineer?
Generate a Medium Debugging question for a Frontend Developer focusing on Webpack,A Webpack application in production is consuming 90% CPU. How do you investigate and resolve this?
Generate a Easy Scenario question for a DevOps Engineer focusing on Terraform,You are starting a new DevOps Engineer project. Why would you choose Terraform?
Generate a Medium Behavioural question for a Frontend Developer focusing on Webpack,Describe a challenging bug you solved using Webpack. What was your thought process?
Generate a Hard Behavioural question for a ML Engineer focusing on TensorFlow,Describe a situation where you had to make a critical architectural decision involving TensorFlow under tight time pressure.
Generate a Easy Scenario question for a Frontend Developer focusing on Webpack,How would you use Webpack to build a simple e-commerce platform?
Generate a Medium Behavioural question for a Frontend Developer focusing on TypeScript,Tell me about a time you had to convince your team to adopt TypeScript. How did you make the case?
Generate a Hard Behavioural question for a Frontend Developer focusing on Next.js,"Tell me about a time Next.js caused a production incident that affected users. How did you lead the resolution, and what did you change afterwards?"
Generate a Medium Scenario question for a ML Engineer focusing on TensorFlow,How would you use TensorFlow to handle real-time data consistency in a real-world application?
Generate a Medium Debugging question for a Full Stack Developer focusing on GraphQL,A GraphQL application in production is consuming 90% CPU. How do you investigate and resolve this?
Generate a Hard Behavioural question for a DevOps Engineer focusing on Terraform,Describe a situation where you had to make a critical architectural decision involving Terraform under tight time pressure.
Generate a Easy Debugging question for a Data Analyst focusing on Excel,A basic Excel function is returning None unexpectedly. How do you debug it?
Generate a Easy Conceptual question for a DevOps Engineer focusing on Docker,What problem does Docker solve in software development?
Generate a Medium Scenario question for a Frontend Developer focusing on Next.js,Your team is migrating an existing system to use Next.js. What is your migration plan?
Generate a Easy Behavioural question for a DevOps Engineer focusing on Linux,Tell me about a project where you used Linux.
Generate a Medium Behavioural question for a Backend Developer focusing on PostgreSQL,Describe a challenging bug you solved using PostgreSQL. What was your thought process?
Generate a Hard Scenario question for a DevOps Engineer focusing on AWS,A critical deadline is approaching and AWS is causing unexpected high latency spikes. How do you manage the situation?
Generate a Hard Debugging question for a Backend Developer focusing on FastAPI,A race condition is occurring in your FastAPI setup under load. Describe your complete debugging and resolution strategy.
Generate a Hard Design question for a DevOps Engineer focusing on AWS,Architect a fault-tolerant analytics dashboard using AWS. How do you handle failures without data loss?
Generate a Hard Design question for a Backend Developer focusing on FastAPI,Design a multi-region deployment of FastAPI for a global application with sub-100ms latency requirements.
Generate a Hard Scenario question for a Data Analyst focusing on Power BI,Your real-time chat app is experiencing data corruption at 10x normal traffic. How do you use Power BI to diagnose and resolve it?
Generate a Medium Debugging question for a Backend Developer focusing on Docker,A Docker application in production is consuming 90% CPU. How do you investigate and resolve this?
Generate a Hard Debugging question for a Backend Developer focusing on Redis,"A deadlock is occurring in your Redis database layer during peak traffic. How do you detect, resolve, and prevent this?"
Generate a Easy Conceptual question for a Frontend Developer focusing on React,What is React and why is it important for a Frontend Developer?
Generate a Easy Conceptual question for a Backend Developer focusing on Redis,What problem does Redis solve in software development?
Generate a Medium Design question for a ML Engineer focusing on Feature Engineering,Design a real-time chat app that uses Feature Engineering for caching. What components would you include?
Generate a Hard Design question for a Backend Developer focusing on REST API,Design a highly scalable URL shortener using REST API that handles 1 million events per second.
Generate a Medium Design question for a ML Engineer focusing on TensorFlow,Design a real-time chat app that uses TensorFlow for caching. What components would you include?
Generate a Easy Conceptual question for a DevOps Engineer focusing on Linux,Define Linux and its primary use case.
Generate a Hard Design question for a DevOps Engineer focusing on CI/CD,Design a multi-region deployment of CI/CD for a global application with sub-100ms latency requirements.
Generate a Easy Conceptual question for a DevOps Engineer focusing on CI/CD,What is CI/CD and why is it important for a DevOps Engineer?
Generate a Hard Behavioural question for a Data Analyst focusing on Statistics,Describe a situation where you had to make a critical architectural decision involving Statistics under tight time pressure.
Generate a Medium Design question for a Data Analyst focusing on Power BI,Design the database schema for a notification service that uses Power BI as its data layer.
Generate a Hard Scenario question for a Frontend Developer focusing on Redux,Your notification service is experiencing memory leak at 10x normal traffic. How do you use Redux to diagnose and resolve it?
Generate a Easy Conceptual question for a Backend Developer focusing on REST API,Explain the basic concept of REST API in simple terms.
Generate a Easy Design question for a Frontend Developer focusing on Next.js,Design a simple todo app using Next.js as the core technology.
Generate a Easy Behavioural question for a Data Analyst focusing on Tableau,Tell me about a project where you used Tableau.
Generate a Hard Conceptual question for a Backend Developer focusing on Django,What are the internal memory management strategies used by Django?
Generate a Medium Design question for a Data Analyst focusing on Python,Design the database schema for a real-time chat app that uses Python as its data layer.
Generate a Easy Conceptual question for a Frontend Developer focusing on CSS,What is CSS and why is it important for a Frontend Developer?
Generate a Medium Design question for a ML Engineer focusing on Model Deployment,"How would you design a RESTful API using Model Deployment that supports 10,000 concurrent users?"
Generate a Easy Conceptual question for a Frontend Developer focusing on HTML5,Explain the basic concept of HTML5 in simple terms.
Generate a Easy Scenario question for a Data Analyst focusing on Power BI,"If a junior developer asked you to explain Power BI, what real-world analogy would you use?"
Generate a Hard Design question for a Backend Developer focusing on PostgreSQL,Design a highly scalable analytics dashboard using PostgreSQL that handles 1 million events per second.
Generate a Medium Conceptual question for a Frontend Developer focusing on Vue.js,How does Vue.js handle authentication at scale in a production environment?
Generate a Easy Behavioural question for a Frontend Developer focusing on TypeScript,Describe your experience learning TypeScript for the first time.
Generate a Medium Conceptual question for a Frontend Developer focusing on Next.js,What are common pitfalls when using Next.js and how do you avoid them?
Generate a Easy Conceptual question for a Backend Developer focusing on Node.js,What are the main features of Node.js?
Generate a Easy Conceptual question for a ML Engineer focusing on MLflow,What are the main features of MLflow?
Generate a Hard Debugging question for a Backend Developer focusing on Node.js,Your Node.js deployment is experiencing cascading failures across microservices. How do you isolate the root cause?
Generate a Hard Behavioural question for a ML Engineer focusing on Model Deployment,Describe a situation where you had to make a critical architectural decision involving Model Deployment under tight time pressure.
Generate a Medium Debugging question for a ML Engineer focusing on BERT,A memory leak is suspected in your BERT application. How do you confirm and eliminate it?
Generate a Medium Behavioural question for a Backend Developer focusing on FastAPI,Tell me about a time you had to convince your team to adopt FastAPI. How did you make the case?
Generate a Easy Behavioural question for a Data Analyst focusing on Power BI,Describe your experience learning Power BI for the first time.
Generate a Easy Design question for a Backend Developer focusing on Redis,How would you structure a basic project using Redis?
Generate a Medium Design question for a Backend Developer focusing on FastAPI,"How would you design a RESTful API using FastAPI that supports 10,000 concurrent users?"
Generate a Hard Design question for a ML Engineer focusing on BERT,Design a highly scalable e-commerce platform using BERT that handles 1 million events per second.
Generate a Easy Behavioural question for a Backend Developer focusing on Docker,Describe your experience learning Docker for the first time.
Generate a Easy Conceptual question for a Backend Developer focusing on MongoDB,What problem does MongoDB solve in software development?
Generate a Medium Design question for a Frontend Developer focusing on Redux,"How would you design a RESTful API using Redux that supports 10,000 concurrent users?"
Generate a Hard Behavioural question for a Frontend Developer focusing on React,"Tell me about a time React caused a production incident that affected users. How did you lead the resolution, and what did you change afterwards?"
Generate a Easy Debugging question for a Backend Developer focusing on Django,Your Django application is throwing an unhandled error on startup. What are your first steps?
Generate a Medium Scenario question for a Frontend Developer focusing on HTML5,How would you use HTML5 to handle real-time data consistency in a real-world application?
Generate a Easy Scenario question for a Data Analyst focusing on Tableau,"If a junior developer asked you to explain Tableau, what real-world analogy would you use?"
Generate a Easy Design question for a DevOps Engineer focusing on Terraform,How would you structure a basic project using Terraform?
Generate a Medium Behavioural question for a Frontend Developer focusing on Redux,Tell me about a time you had to convince your team to adopt Redux. How did you make the case?
Generate a Easy Behavioural question for a DevOps Engineer focusing on CI/CD,Tell me about a project where you used CI/CD.
Generate a Hard Design question for a Full Stack Developer focusing on Docker,Design a highly scalable real-time chat app using Docker that handles 1 million events per second.
Generate a Hard Scenario question for a Frontend Developer focusing on Redux,A critical deadline is approaching and Redux is causing unexpected memory leak. How do you manage the situation?
Generate a Easy Behavioural question for a Backend Developer focusing on Django,Describe your experience learning Django for the first time.
